Title,Year,Rating,Votes:,Time,Genre,Stars,Short Story
No_Return,(2016– ),-,-,90 min,"Action, Adventure, Crime",-,"
A Web series telling the stories of an European killer working for a South Korean boss in Seoul."
Pinkfong! Healthy Habits,(2017– ),-,-,-,"Animation, Family, Music",-,"
Sing with Pinkfong and learn how to form healthy habits. Meet Pinkfong's fun, educational, videos that captured the hearts of millions of children around the world. Enjoy hundreds of kid's ...                See full summary »
"
Dal-Soon's Spring,(2017–2018),-,-,-,Drama,-,"
Add a Plot
"
Bad Housewife,(2005– ),8.0,8,30 min,"Comedy, Drama, Romance","Yûko Fueki, Yeon Woo Jo, Jin-geun Kim, Young-yu Lee","
Add a Plot
"
Paboo & Mojies,(II) (2012–2019),-,-,-,"Animation, Action, Adventure",-,"
Paboo is a young yet curious panda boy who lives in a magical land called Mojies Town. One day, he found a magical book up the Moji Tree and decides to get it. After he got the book, a ...                See full summary »
"
Iron Lady Cha,(2015– ),-,-,-,"Drama, Romance",-,"
The trials and tribulations of three generations of a family since the 1950's."
Mr. Goodbye,(2006– ),5.8,16,-,Drama,"Bo Young Lee, Jae-wook Ahn, Sun-yeong Ahn, Dong-Hyuk Cho","
Yoon Hyun Suh (Ahn Jae Wook) is an adoptee who grows up in the United States. He becomes successful as a top manager of a hotel chain. He is assigned to do business in Korea. He falls in ...                See full summary »
"
Street Fighter,(1992– ),-,-,-,"Action, Family, Fantasy",-,"
Add a Plot
"
Family Secrets,(2014–2015),-,-,-,Drama,-,"
Add a Plot
"
The Best Future,(2014),-,-,-,Drama,-,"
Add a Plot
"
Ooohhhasis,(2010– ),4.8,5,-,Animation,-,"
Add a Plot
"
Soul Special,(2009),-,-,6 min,"Comedy, Drama, Music",-,"
Jin Mi A has returned back to Korea. Upon exiting the airport she stumbles onto Yu Gil. Thus begins their series of encounters and their story."
Night Goblin,(2017–2018),-,-,-,Reality-TV,-,"
Add a Plot
"
Weding Deureseu,(1997– ),6.7,9,-,Romance,"Kim Hee-seon, Seung-Yun Lee, Lee Byung-hun, Yo-seob Hong","
Hana and Doo-na are two sisters who each want to get married."
Life Bar,(2016–2019),-,-,60 min,Talk-Show,-,"
It is a unique talk show where celebrity guests and the three show hosts candidly share their life stories over a drink."
Game Development Girls,(2016),7.0,11,7 min,"Comedy, Drama, Romance","Joo-Hyun Bae, Dong-Yoon Jang, Ji-yeon Lee, Min-Ji Lee","
The everyday life of a few employees at a game development company."
Sweden Laundry,(2015– ),6.5,45,60 min,"Comedy, Fantasy, Romance","Noo-Ri Bae, Changjo, Song Ha-Yoon, Seung-eon Hwang","
Kim Bom runs a laundromat, and helps people with her ability to read their worries through their laundry."
Eating Existence,(2015),7.8,14,11 min,Romance,"Ahn Young Mi, Min-woo No","
There isn't just one route in life for a woman in her 30s. Yoo Yang (Ahn Young Mi) is a struggling writer who takes great delight in food but doesn't have any money in her bank account to ...                See full summary »
"
Strangers 6,(2012– ),3.1,14,-,Drama,"Lorena Kotô, Toshiaki Karasawa, Ji-Ho Oh, Bowie Lam","
Add a Plot
"
Pandalian,(2006– ),7.1,19,22 min,"Animation, Action, Adventure","Dwayne Hill, Julie Lemieux, Terry McGurrin, Jamie Watson","
Add a Plot
"
When a Man Is in Love,(2004),-,-,-,"Drama, Romance",-,"
After the death of his mom, Ji-hoon moves into the home of Mr. Suh. Ji-hoon falls in love at first sight with Mr. Suh's daughter, In-hye. Ji-hoon also becomes good friends with Suk-hyun. ...                See full summary »
"
Invincible Lee Pyung Kang,(2009),5.8,10,-,"Comedy, Romance","Emily Song, Ye-ryeon Cha, Myeong-Gil Choi, Seo Do Young","
Add a Plot
"
My Sweetheart My Darling,(2005),-,-,-,Drama,-,"
This drama portrays the various ways of loving of seven guys and girls through a story that revolves around a man and a woman who used to be elementary school classmates. In Young (Lee Bo ...                See full summary »
"
Get It Beauty 2014,(2014),-,-,58 min,-,-,"
How do your favorite Hallyu stars achieve their flawless look? Now you can learn the secrets to Korean beauty and fashion and stay up-to-date on the latest trends with ""Get It Beauty 2014""!...                See full summary »
"
Teacher Oh Soon-Nam,(2017– ),-,-,-,Drama,-,"
Add a Plot
"
Sarang,(1998– ),4.1,18,50 min,Drama,"Jang Dong-Gun, Mee-sook Kim, Choi Ji-woo, Song Yun-ah","
Add a Plot
"
Ordinary Love,(2012),7.3,13,70 min,-,"Shin Dong-mi, Kim Mi-Kyung, Kwon Yul, Joo-sil Lee","
A young man is consumed by the death of his older brother and the fact that the killer was never prosecuted. Han Jae Kwang (Yeon Woo Jin) is a travel writer who is convinced that Kim Joo ...                See full summary »
"
Before and After: Plastic Surgery Clinic,(2008),-,-,63 min,Drama,-,"
What does it take to run a successful plastic surgery clinic? Han Geon Soo (Lee Jin Wook) inherits a plastic surgery clinic after his father's sudden death, only to find that he also ...                See full summary »
"
Riders: Catch Tomorrow,(2015–2016),6.9,8,65 min,Romance,"Dong-wook Kim, Chung-Ah Lee, Min Choi, Jong-Hoon Yoon","
Is the new business idea crazy or is it just crazy enough to succeed? Cha Gi Joon (Kim Dong Wook) is a well-educated young man who begins his career in an enviable entry-level job at a large corporation. But he is not happy with his life."
The Scarlet Letter,(2010–2011),-,-,-,"Drama, Romance",-,"
Kyung-seo is a successful television screenwriter. After accidentally killing her best friend's fiance, Kyung-seo's life begins to spin out of control."
Beloved,(2012),-,-,60 min,Romance,-,"
Can a happy marriage withstand the reappearance of former lovers? Chan Joo (Park Sol Mi) and Jin Se (Hong Jong Hyun) have been happily married for the past three years after a whirlwind three-month courtship."
4 Sons 1 Daughter,(2014– ),-,-,-,Comedy,-,"
Add a Plot
"
Dad! Where Are You Going?,(2013–2015),6.3,6,-,Reality-TV,"Sung-Joo Kim, Avery Mull, Dong-il Sung, Jeong Woong-in","
Add a Plot
"
How to Meet a Perfect Neighbor,(2007),6.6,6,65 min,Romance,"Bae Doona, Seung-woo Kim, Shi-hoo Park","
Baek Soo Chan has nothing in his hands but he lives a life under the belief that he will become the man any woman who sits next to him wants. However, his belief is questioned when he ...                See full summary »
"
Moon Hee,(2007),-,-,60 min,Drama,-,"
A maternal bond can't be broken by the absence of the child. Moon Hee (Kang Soo Yeon) gives birth to a child at the age of 18, but she is forced to give up the child due to her impossible circumstances."
The Green Chariot,(1997–1998),6.9,7,-,"Animation, Action, Adventure",-,"
The Planet Terra, once called a morning star in galactic system, was so beautiful. However, Terra is now under crisis that it may disappear with big explosion in universe due to the ...                See full summary »
"
Love and Ambition (Sarang gwa Yamang),(1987),-,-,45 min,"Drama, Romance, War",-,"
Set from postwar of the Korean's war to the present (1980s). The story revolves around two brothers, Tae-jun and Tae-su, from the country of Chuncheon, struggling in poverty and family ...                See full summary »
"
Ballerino,(2014),-,-,50 min,-,-,"
The true beauty of dance transcends all. Pyeong Ho (Choi Tae Hwan) is a young North Korean refugee in South Korea. He meets and befriends Lee Sun Woo (Lee Yong Woo), the talented principal dancer for the Korean National Ballet."
Stranger,(2013),-,-,135 min,Romance,-,"
Is it possible to experience total alienation in a country full of people who look like you? Lee Young Ho (Jeong Eun Woo) is a youg man who is from a high-class family in North Korea, but ...                See full summary »
"
"Victory, Bong Soon-young",(2004),-,-,-,Romance,-,"
Oh Pil-seung is a free-spirited, uneducated and somewhat lazy ordinary guy. One day, he gets identified as the long-lost grandson of a wealthy CEO and finds himself heir apparent to a ...                See full summary »
"
Keuhaetsali naege,(2002– ),-,-,60 min,Romance,-,"
Ryu Siwon stars in this Korean Drama of the price of deceit, loyalty and love. Heroine Kim Yunu overcomes the odds to make a name for herself in Korea's largest shopping channel while she ...                See full summary »
"
Green Coach,(2009– ),-,-,-,Drama,-,"
Add a Plot
"
Pimil,(2000– ),7.3,18,-,Romance,"Ha-neul Kim, Ha Ji-Won, Siwon Ryu, Min-jong Kim","
Ji-eun and Hee-jung live with their father Jong-man, a truck driver. When Ji-eun finds out her sister is the daughter of a famous fashion designer, she takes over her place and, led by jealousy, commits many misdeeds."
All About Eve,(2009– ),7.9,18,45 min,Drama,"Mel Kimura, Sunshine Dizon, Iza Calzado, Mark Anthony Fernandez","
Nicole and Erika are two contrasting women born to different fates battling for the same destiny."
Only My Love,(2014– ),-,-,-,"Drama, Romance",-,"
Eun-Jung grew up in poverty but married into a rich family. After a sudden reversal of fortune, Eun-Jung finds herself destitute. Now back at rock bottom, she works hard to become a success."
Kokekkou-san,(2009–2010),-,-,-,"Animation, Family",-,"
Add a Plot
"
Idol School,(2014),-,-,-,"Comedy, Game-Show",-,"
Idol School is a South Korean variety show, which airs on MBC Music, MBC's cable and satellite network for music. The show is hosted by Jun Hyun-moo, singer Kim Yeon-woo and Sojin of Girl's Day."
Jump,(1999–2000),-,-,-,"Comedy, Drama",-,"
Add a Plot
"
Hwangholhan Yiwoot: Enchanting Neighbor,(2015– ),8.2,9,-,Drama,"Yeon-hong Ahn, Min-Hyun Baek, Il-hwa Choi, Seo Do Young","
Gong Soo Rae loved only her husband since she met him as a teenager. She then learns that her husband is having an affair with Choi Yi Kyung. One day Soo Rae meets a nice man next door."
Conspiracy in the Court,(2007),-,-,-,Drama,-,"
Add a Plot
"
Modern Housewives,(2007),-,-,63 min,Romance,-,"
Doing it all is not an impossibility - but an expected standard for the modern housewife. Follows the day-to-day life of Gyung Gook Hee (Kang Sung Yun), a hard-working wife and mother."
The Little Farmer Rabby,(2018),-,-,-,Animation,-,"
Along with his friends, Rabby explores the wonders of nature's creation, unfolding mysteries behind much of the world's vegetation; later planting his own to learn even more. Rabby doesn't ...                See full summary »
"
Pops in Seoul,(1998– ),-,-,26 min,-,-,"
Get ready for the most popular Korean music program that showcases the hottest K-pop musicians and songs! Each day of the week features exciting segments, including new music videos and a ...                See full summary »
"
Get It Beauty 2015,(2015),-,-,65 min,-,-,"
Want to know what your favorite Korean celebrities are doing to stay fit, eat right and have a healthier lifestyle? ""Get It Beauty 2015"" is a completely revamped beauty show that features ...                See full summary »
"
Rude Miss Young-Ae,(2007– ),-,-,-,"Comedy, Romance",-,"
Add a Plot
"
Intelekt-shou LG Evryka!,(2001–2006),-,-,45 min,"Game-Show, Sport",-,"
A game show in which youth from Ukrainian high schools compete in the intellectual challenges to win the main prize - guaranteed education in any higher education facility in the world."
Can't Live Without You,(2012),-,-,40 min,"Drama, Family, Romance",-,"
A family drama that conveys the touching heart-warming story of the conflicts and difficulties a group of adults face as they try take care of their mother who is suffering from Alzheimer."
Tank Knight Fortress,(2003– ),-,-,-,"Animation, Action, Adventure",-,"
This show revolves around the three Fortress Knights and a human boy named Jung who are about to shape the Fortress Planet, known as the home where robots live in peace. But the harmony was...                See full summary »
"
See and See Again,(1998),-,-,-,Drama,-,"
Add a Plot
"
2NE1 TV,(2009–2011),-,-,44 min,Reality-TV,-,"
This is the really from the girl group of K-Pop, 2NE1. It includes moments from their daily life, personal experiences, footage from behind the scene and perfomances on stage."
Mystery 6,(2006– ),6.8,9,-,"Comedy, Crime, Horror","Si Won Choi, Hee-chul Kim, Jong-woon Kim, Ki-bum Kim","
Add a Plot
"
Magic Warriors Mir and Gaon,(2005),-,-,-,"Adventure, Fantasy",-,"
Add a Plot
"
Secret,(2000),-,-,65 min,Romance,-,"
Ji Eun finds out her sister Hee Jung is the daughter of a famous fashion designer and takes over her place as a real daughter. Ji Eun loses her sense of morality as gets into deeper sin out...                See full summary »
"
Sisters Over Flowers,(2013–2014),7.3,7,-,Reality-TV,"Kim Hee-ae, Ja-ok Kim, Mi-yeon Lee, Lee Seung-gi","
Add a Plot
"
Life Is Good,(2009– ),-,-,-,Drama,-,"
The love and lives of six married couples who are pigeonholed into six types of marital relationships."
Love Letter,(2004–2007),-,-,60 min,Game-Show,-,"
Real Romance Love Letter was a South Korean television game show broadcast three seasons. It featured male and female contestants competing for ""each other"" in romance games. For example, ...                See full summary »
"
"Good Job, Good Job",(2009),-,-,60 min,Drama,-,"
Lee Kang-joo is a ceramics technologist and single mother. Her ex-boyfriend Yoo Ho-nam hadn't known that she was pregnant when he left her to study abroad. Now a psychologist, he returns to...                See full summary »
"
Dr. Gang,(2006– ),7.2,18,60 min,Drama,"Dong-kun Yang, Ga-in Han, Jong-Hyuk Lee","
Kang Dal Go, a mid-level member of a Busan gang, gets kicked out of the gang after being investigated by the police and is forced to flee for his life. Hiding out in Seoul, he gets himself ...                See full summary »
"
Live Talk Show Taxi,(2007–2017),-,-,60 min,Talk-Show,-,"
Add a Plot
"
Moranbong Club,(2015–2021),-,-,-,Talk-Show,-,"
Add a Plot
"
Annyeonghaseyo,(2010– ),-,-,-,Comedy,-,"
Add a Plot
"
Psi-Kix,(2008– ),-,-,22 min,Animation,-,"
In the year 2055, an evil alien by the name of Rajican attacks Earth, the only remaining place of harmony in our Galaxy. As a consequence, the Earth Federation, a united organization for ...                See full summary »
"
Lady Cha Dal-Rae's Lover,(2018– ),-,-,-,Drama,-,"
Add a Plot
"
Girls' Generation's Horror Movie Factory,(2009– ),8.0,24,-,Reality-TV,"Girls' Generation, Kim Shinyoung, Jo Hyeryun, Yoo Saeyoon","
Add a Plot
"
ATM,(2015),-,-,3 min,Thriller,-,"
Add a Plot
"
Barefoot Friends,(2013– ),6.5,25,80 min,Reality-TV,"Yoon Shi-Yoon, Jin-Ah Im, Kim You-Jin, Kim Hyun-joong","
Add a Plot
"
The Stars Are Shining,(2015–2016),-,-,40 min,Drama,-,"
After the death of her father, Jo Bong-hee attempts to ease her impoverished family's burden by relocating to a nearby city. She perseveres through adversity and eventually becomes a renowned fashion designer."
Ready for Start,(2016),7.6,14,8 min,Comedy,"Sung-Hyun Baek, Ki-Chan Lee, Seung-Hoon Baek, Byung Mo Choi","
This darkly comic series follows a group of employees as they navigate the highly competitive world of the advertising business."
It's Dangerous Beyond the Blanket,(2017– ),7.8,34,-,Reality-TV,"Daniel Kang, Park Jae Jung, Min-Seok Kim, Sang-woo Lee","
Some people like to stay at home doing nothing; these people are nicknamed ""Homebody"". However, five homebody celebrities join this show to stay together and spend a holiday. Actor Lee Sang...                See full summary »
"
My Life's Golden Age,(2008–2009),-,-,50 min,Drama,-,"
When two divorced people (Lim Chae Mu and Park Jung Soo) remarried almost 20 years ago, they brought their three children (each named after a golden era of life) together in the hopes of finding happiness as a blended family."
Fennec,(1998– ),-,-,-,Animation,-,"
Fennec the fox and his assistant Achilles form a cheeky detective team who make sure that the crimes of the town of Croquiville are solved and that the wrongdoers get their comeuppance."
Restol: The Special Rescue Squad,(1999– ),-,-,-,Animation,-,"
Add a Plot
"
Intimate Note,(2008–2010),-,-,-,"Reality-TV, Comedy",-,"
Add a Plot
"
NCT Life in Bangkok,(2016),9.0,7,-,Reality-TV,"Doyoung, Haechan, Ji Hansol, Jaehyun","
SM Entertainment's rookie boy group NCT are planning to show more of their unique characters in reality show 'NCT Life'. The season 1, NCT Life in Bangkok, focuses on SM Rookies and their journey to debut."
Four Men,,-,-,-,"Mystery, Romance",-,"
Add a Plot
"
Track City,(2000–2002),6.0,15,-,"Animation, Sport","Duk-Hee Choi, Il Kim, Gyu-hwa Lee, Mi-ja Lee","
A young boy gets transported inside the world of a Racing Video Game. Will he achieve victory or be annihilated?"
Typically Women,(2010),-,-,53 min,-,-,"
Is it possible for a woman to set her own terms for the way she wants to live her life? Na Yoon Joo (Hwang In Young), Mo Seol Hee (Oh Joo Eun) and Song Joo Nam (Jung Yang) are all in ...                See full summary »
"
Power Panda Posse,,-,-,-,Animation,-,"
Add a Plot
"
Terroir,(2008–2009),-,-,60 min,"Drama, Romance",-,"
Add a Plot
"
Hara On & Off: The Gossip,(2014– ),-,-,-,Reality-TV,-,"
A look into the life of KARA member, Ha-ra Gu."
Molierissimo,(1990– ),7.0,17,24 min,"Animation, Adventure","Claude Giraud, Damien Boisseau, Tania Torrens","
Add a Plot
"
Wanna One Go,(2017– ),8.0,25,-,Reality-TV,"Jin-Young Bae, Sung-Woon Ha, Min-Hyun Hwang, Daniel Kang","
Add a Plot
"
The End of the World,(2013),7.3,7,-,-,"Park Ha-Jun, Kim Chang-wan, Hyun-Sung Jang, Kyeong-ah Jang","
Add a Plot
"
Match Made in Heaven,(2004– ),-,-,-,"Comedy, Drama, Romance",-,"
Add a Plot
"
Agi gongryong Doolie,(1986–1989),7.8,32,-,"Animation, Adventure, Comedy",-,"
Dooly is a baby dinosaur that was kidnapped by aliens, who had experimented to give him magical powers. When he returned to Earth, he was trapped in an ice glacier causing him to faint ...                See full summary »
"
Oohlala Couple,(2012– ),6.7,33,-,Drama,"Narsha, Chae-Ah Han, Jae-Suk Han, Jeong-eun Kim","
A married couple try to decide if they should stay together or go their separate ways in this soul swapping fantasy Korean TV melodrama."
Wapop,(2014),-,-,15 min,-,-,"
WAPOP"" is an exciting live performance event geared toward international music fans visiting Korea. Held at Children's Grand Park in Seoul, the event features exhilarating performances by ...                See full summary »
"
La famille Ouf,(2005– ),5.0,13,22 min,Animation,-,"
When dealing with problems that all families face, the Odd Family can't help but try to solve them in the Odd way. With them, daily life is an on-going adventure. In each episode, the twins...                See full summary »
"
The Origin: Five Elements of Human Civilization,(2018),7.9,7,50 min,"Documentary, History",-,"
A documentary about Asia's ancient science history, focusing on the scientific aspects of how Asian ancestors understood and controlled fire, water, wood, metal and earth, the five basic elements of the ancient Asian world view."
Bike Family,(2015– ),-,-,-,Family,-,"
A family of aliens finds friendship and a common bond in a bicycle. Their adventures set the stage for English language education with hosts Tom (UK) and Shiny (Korea). Family friendly humor for ESL learners."
"Woman of Matchless Beauty, Park Jung Kum",(2008– ),6.7,8,-,Romance,"Im Yoon-ah, Chong-ok Bae, Chang-min Son, Min-jong Kim","
Add a Plot
"
Tomorrow Boy,(2016),6.0,10,16 min,"Drama, Family, Romance","Hak-Yeon Cha, Yoo Se Hyung, Moon Ji-In, Min Ah Kang","
A romantic and youthful story of Ahn Tae-pyung, a handsome and high-spirited boy who's taking care of his grandmother and four siblings after his parents passed away, and Jo Ara, a wealthy girl who has a crush on him."
Michel,(2003– ),-,-,-,"Animation, Adventure, Fantasy",-,"
A young woman is after a evil gang group of thieves called The Black Hammer Gang. But they get go to an island owned by fairies and Michel, their guardian."
Likeable or Not,(2007–2008),-,-,-,Romance,-,"
Add a Plot
"
My Little Fox,(2003–2004),-,-,-,Animation,-,"
Add a Plot
"
"""Lights and Shadows""",(2011–2012),7.2,6,70 min,"Drama, Musical, Romance","Yoon Chan Kim, Jae-wook Ahn, Kil-kang Ahn, Kim Hee-won","
This historical dramatization traces the rise of Kang Ki Tae (Ahn Jae Wook), largely considered Korea's first superstar entertainer. As the son of a rich business owner, Ki Tae discovers ...                See full summary »
"
Go Go Giggles,(2003–2004),-,-,23 min,Family,-,"
An educational kids show about three colorful characters and their adventures in teaching the toddlers about their surroundings."
Hate to Lose,(2011),-,-,66 min,Romance,-,"
hen two divorce attorneys who are married want a divorce from each other, can the proceedings possibly be civil? Yeon Hyung Woo (Yoon Sang Hyun) and Lee Eun Jae (Choi Ji Woo) are ...                See full summary »
"
Twelve Men in a Year,(2012– ),7.6,23,-,"Drama, Romance","Joo-Wan On, Jin-Seo Yoon, Geu-rin Bae, Su-rin Choi","
Add a Plot
"
Winners,(1998– ),-,-,-,"Crime, Drama, Mystery",-,"
Add a Plot
"
Autumn Shower,(2005– ),-,-,65 min,"Drama, Romance",-,"
A story about a man, Choi Yoon-jae (Oh Ji Ho) who ends up getting into a car accident causing the passenger, who is his wife, Gyoo-eun (Kim So Yun) to end up in the hospital who now suffers...                See full summary »
"
Sweet Buns,(2004–2005),7.6,5,65 min,"Drama, Romance","So-Young Jung, Shim Eun-kyung, Yoo Seung-ho, Kang-hee Choi","
Ga-ran and Nam-joon were classmates in elementary school. Ga-ran is a tomboy who prefers trousers to skirts, and loves taekwondo more than her piano lessons. Nam-joon on the other hand is ...                See full summary »
"
My Dear Cat,(2014– ),6.7,11,-,"Comedy, Family, Romance","Yoon-young Choi, Hyun Woo, Min Choi, Young Jae Dok-Go","
A reporter and a law school dropout strike up a fateful friendship while coincidentally searching for the same stray cat. As they become better acquainted, family secrets begin to unfold."
Seumusareun Cheoeumira,(2018),-,-,120 min,Reality-TV,-,"
Kim So Hyun has just turned 20, and decides to go off to Los Angeles on her first ever solo trip. As a child actress turned starlet, she got used to constantly being in the spotlight, ...                See full summary »
"
T-ara & Yoon Shi Yoon Bubi Bubi,(2010),-,-,5 min,"Comedy, Drama, Music",-,"
This mini drama is showing the functions of a new mobile phone. Each episode follows one T-ARA's member in her daily life."
Happy Sisters,(2017–2018),7.7,8,-,Drama,"Yi-yeong Shim, Han Young, Dae-gyoo Oh, Kang Seo-Joon","
Add a Plot
"
Next,(II) (2005),-,-,60 min,History,-,"
In an epic story of star-crossed lovers that span many lifetimes and many time periods, four people are caught in an endless cycle of intertwined fates. Kang Jung Hwa (Jang Shin Young) is ...                See full summary »
"
DIA TV Original: SSIN's challenge,(2016– ),-,-,10 min,-,-,"
Beauty creator SSIN tackles great challenges! This is the first beauty + entertainment channel. Here, she'll surprise you by collaborating with many other DIA TV Creators! So stay tuned and enjoy SSIN's Challenge."
NCT Life in Chuncheon & Hongcheon,(2019–2020),-,-,-,Reality-TV,-,"
In the ninth season of NCT Life, the members takes a 3 day 2 night trip to Chuncheon and Hongcheon."
Witch Hunt,(2013– ),6.0,6,-,Talk-Show,"Sam Hammington, Dong-yup Sin, Si-Kyung Sung","
A talk show where the male MC's along with guests discuss romantic relationships and problems surrounding the topic."
SS501 M!pick,(2005),-,-,-,Reality-TV,-,"
M!Pick was a program that was recorded for 6 months marking 3 months before SS501 debut and after 3 months of the Debut. It was aired on Mnet channel in 2005."
Jangdoyeonui Tarobyu,(2019),-,-,60 min,Talk-Show,-,"
Jang Do-Yeon, tarot card fortuneteller, goes on set of upcoming TV series and films to tell the fortunes of the actors using tarot cards. With her unique comedic style, she pries into the ...                See full summary »
"
Baby Zuri: The Galactic Quest,(2006– ),5.0,6,-,Animation,-,"
After learning about Comet Litos and its legend 8 kids from Planet Momon try to make it a better place with the help of a mysterious baby, found in forest, and trying to protect her from ...                See full summary »
"
Kangjeokdeul,(2013– ),-,-,-,Talk-Show,-,"
Add a Plot
"
Dunia: Into a New World,(2018– ),-,-,-,Reality-TV,-,"
Add a Plot
"
Oppa Kkaoli,(2016),-,-,7 min,-,-,"
Hi. We are Oppa Kkaoli. Do you know Thai culture? Do you know Korean culture? We are here to tell you all about their similarities and differences. See if you already know these facts or share with us what you learned from our videos."
Naughty Angels,(2011– ),-,-,-,Family,-,"
Add a Plot
"
Soma,(1996– ),-,-,-,"Animation, Fantasy",-,"
Soma, the son of a great hero who banished yin from the world in the previous war, is now chosen by the great sword of yang. At first, the spirit of the sword will overwhelm his body to ...                See full summary »
"
ROSÉ Official,(2021– ),-,-,-,Music,-,"
Add a Plot
"
The Scoop,(2016– ),-,-,6 min,-,-,"
Hello, everyone. This is The SCOOP. Welcome to my channel. Learn how to bake the most delicious cookies and other fun baked treats. Let's start cooking!."
The Great Challenge,(2015– ),7.8,18,-,Reality-TV,"Ethan Juan, Beining Sa, Yi Sha, Yunpeng Yue","
Add a Plot
"
I'll Give You the Stars and the Moon,(2012– ),7.4,5,-,Drama,"Hyo-jeong Ban, Dong-Hyuk Cho, Seo Ji-hye, Dong-Yoon Kim","
Add a Plot
"
MV banco stardust,(2015),-,-,54 min,-,-,"
Do you want to learn what it took to put together all your favorite music videos? ""MV Bank Stardust Season 1"" highlights the hottest music videos and the behind-the-scenes stories from all ...                See full summary »
"
The Sound of Your Heart Webtoon,(2021),-,-,-,Comedy,-,"
Add a Plot
"
NCT Life in Chiang Mai,(2017),-,-,-,Reality-TV,-,"
In the sixth season of NCT Life series, the members of NCT go touring Chiang Mai during their time in Thailand."
Scent of Love,(2003–2004),-,-,-,Romance,-,"
Add a Plot
"
Romantic Comedy Drama Specials Part 2,(2010–2013),-,-,70 min,-,-,"
If you are in the mood for a romance, in all its expressions, joyful, tender, quirky, sad or even tragic, then you are in the right place with this great collection of romantic drama ...                See full summary »
"
4 Wheeled Restaurant,(2018–2019),-,-,-,"Comedy, Reality-TV",-,"
This program explores how the cast adapts to different countries as they attempt to run a food truck."
Love Is Over,(2006– ),-,-,-,Drama,-,"
Add a Plot
"
DIA TV Original: Heizle,(2016– ),-,-,10 min,-,-,"
Hello, everyone. I'm Heizle. Welcome to my makeup channel! I make a variety of videos about cover makeup, themed makeup and daily makeup."
Unkind Ladies,(2015),6.7,28,-,"Drama, Romance","Hye-ja Kim, Shi-ra Chae, Do Ji-Won, Lee Hana","
New episodes will be released every Thursday and Friday! Motherhood and sisterhood come full circle in this heartwarming glimpse into the lives of three generations of women. As a single ...                See full summary »
"
Welcome 2 House,(2021),-,-,-,-,-,"
Add a Plot
"
Bapmokja and Haeppy,(2016– ),-,-,15 min,-,-,"
Welcome to korea and to BapMokja and Haeppy. We are going to show you the hottest/interesting K-trends with our show called ""twoplustwo,"" a variety show of challenges, reviews, games and ...                See full summary »
"
Why Did You Come to My House?,(2008),-,-,-,Comedy,-,"
Add a Plot
"
NCT Life in Osaka,(2017),8.2,8,-,Reality-TV,"Doyoung, NCT, Taeil, Taeyong","
Yuta takes in upon himself to be NCT's guide on their trip to Osaka, Japan."
The Guardian,(II) (2017),-,-,-,Drama,-,"
Add a Plot
"
Backflow,(2017–2018),-,-,-,Drama,-,"
Add a Plot
"
2016 DMC Festival,(2016),-,-,75 min,-,-,"
The ""2016 DMC Festival"" is an annual festival celebrating the best of the Hallyu wave. Sponsored by MBC, the 2nd annual festival was held October 1-11, 2016, at the Sangam Culture Plaza and...                See full summary »
"
Kimcheed Radish,(2007–2008),-,-,52 min,Drama,-,"
Even though times change and our relationships with our family changes, our affection for them is timeless. This drama is about the love that is the foundation of a family. Dong Jin is the eldest son in a family of three sons."
Ujeongjeuui inssatueo: Like It,(2020),-,-,120 min,Reality-TV,-,"
Three friends of Produce x 101 fame go on an unforgettable friendship tour of the U.S. west coast."
Jo-kang-ji-cheo Keul-leob,(2007–2008),-,-,60 min,"Romance, Thriller",-,"
Add a Plot
"
Everybody Say Kungdari,(2019– ),-,-,-,Drama,-,"
Add a Plot
"
Yeonnam-dong 539,(2018),-,-,-,"Comedy, Drama",-,"
Yeonnam-dong 539 sounds like an interesting slice-of-life, omnibus type of show, where the focus in each episode will shift between different housemates who all live in the same sharehouse....                See full summary »
"
Secret of Supremacy,(2015– ),-,-,-,-,-,"
In the 1800s, American politicians battle for supremacy as proponents of democracy in a new republic that culminates in a bitter pistol duel between political rivals, George Alexander ...                See full summary »
"
Girls' Generation Goes to School,(2007– ),8.1,22,-,Reality-TV,"Girls' Generation, Sungmin","
The story of Girls' Generation's debut days."
Daily Life Safety with Amber,(2018),-,-,-,Animation,-,"
Add a Plot
"
L.U.V. Collage,(2015),-,-,12 min,Romance,-,"
A man and a woman from two different worlds discover they can share their hearts in Korea. Ai Ling and Min Guk have very different views of Korea. Although they see the same places and the ...                See full summary »
"
Encarnación,(2013),-,-,70 min,Talk-Show,-,"
""Incarnation"" is a 2013 South Korean talk show that is a revamped sequel to the popular talk show ""Strong Heart,"" which aired from 2009 to early 2013. It was hosted by Kang Ho Dong and Lee ...                See full summary »
"
Gootbai sollo,(2006– ),6.7,17,60 min,"Drama, Romance","Jeong-myeong Cheon, So-yi Yoon, Jung Ae-ri, Chong-ok Bae","
This drama attempts to send a message that any human being is beautiful by just existing in this world. People's desire to have their say in everything, to succeed and to be beautiful stems...                See full summary »
"
Galaxy Kids,(2015– ),-,-,-,Animation,-,"
Luna, Zhou, Poya, Tunik, Atla, and Siny are a team of young space satellites that come together to form the Galaxy Kids! The Galaxy Kids often travel to space, where they help other ...                See full summary »
"
Dallyeola hani,(1988– ),-,-,-,"Animation, Sport",-,"
Add a Plot
"
