ID,BirthYear,Education,Marital_Status,Income,NKids,EnrollDate,Recency,Complain,AmtFruits,AmtMeats,AmtFish,AmtSweets,AmtGold,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDiscPurchases,AccCampaign,Response
810,1975,Graduation,Together,60934,1,17/1/2014,41,0,155,155,192,93,54,6,4,11,2,None,No
811,1959,Graduation,Married,18690,0,28/12/2012,77,0,1,7,23,4,19,1,1,2,1,None,No
812,1962,PhD,Together,31497,1,6/12/2012,22,0,1,28,13,1,4,3,1,4,2,None,No
813,1975,Master,Together,53253,2,11/2/2013,61,0,9,57,20,9,125,4,3,5,7,None,No
814,1961,Graduation,Married,60544,2,25/8/2012,92,0,2,43,3,5,35,5,1,5,4,None,No
815,1971,Graduation,Married,37150,1,11/9/2012,80,0,37,64,49,34,116,4,3,6,8,None,No
816,1968,Master,Divorced,41335,1,26/12/2013,24,0,19,21,16,14,5,4,1,4,3,None,No
817,1973,Graduation,Married,24639,2,28/1/2014,3,0,3,16,0,4,1,2,0,4,3,None,No
818,1972,Graduation,Married,30675,1,12/11/2012,14,0,2,16,11,2,21,1,0,3,1,None,No
819,1975,2n Cycle,Married,37284,2,29/3/2013,46,0,1,2,2,1,6,0,0,3,1,None,No
820,1948,PhD,Together,46681,2,8/10/2013,52,0,15,69,15,19,38,4,6,4,2,None,No
821,1964,Master,Married,79143,0,11/8/2012,2,0,37,780,27,167,32,6,9,13,1,None,No
822,1963,Master,Together,38620,0,11/5/2013,56,0,17,44,34,22,89,2,5,3,1,None,No
823,1975,2n Cycle,Single,49514,1,17/12/2013,61,0,39,78,58,13,93,6,1,4,2,None,No
824,1975,Graduation,Married,79205,0,29/8/2012,73,0,23,117,179,28,44,6,5,4,1,First,Yes
825,1967,PhD,Married,77766,1,22/2/2013,97,0,59,265,115,59,27,11,10,11,2,None,Yes
826,1962,PhD,Together,56067,1,20/7/2013,51,0,12,54,16,6,120,7,4,7,2,None,No
827,1992,Basic,Single,7500,1,3/12/2012,63,0,17,18,8,26,40,3,2,2,4,None,No
828,1948,Graduation,Together,70666,0,6/12/2013,29,0,40,367,119,122,30,7,4,4,1,None,No
829,1962,Graduation,Single,76624,1,24/5/2014,68,0,106,147,54,115,66,5,10,7,1,None,No
830,1965,Graduation,Together,71613,0,21/8/2013,26,0,49,127,111,21,42,8,2,10,1,None,No
831,1972,Graduation,Married,38988,3,20/8/2012,90,0,24,103,12,3,42,5,1,6,7,None,No
832,1948,PhD,Together,76140,0,13/5/2014,57,0,66,653,17,0,26,5,9,6,1,None,No
833,1966,Graduation,Single,37070,2,20/3/2013,30,0,7,137,4,15,39,5,1,8,9,None,Yes
834,1956,Master,Together,55249,1,17/4/2014,81,0,1,19,2,0,11,2,1,4,1,None,No
835,1959,Graduation,Together,24221,0,20/8/2013,94,0,9,9,2,5,22,1,1,3,1,None,No
836,1950,PhD,Together,52157,1,7/6/2014,48,0,2,29,3,2,40,3,2,5,2,None,No
837,1950,Graduation,Together,34026,2,5/8/2013,11,0,6,15,12,8,17,2,1,3,3,None,No
838,1957,Graduation,Single,36864,1,13/8/2012,53,0,5,39,17,0,89,5,2,4,3,None,Yes
839,1965,Graduation,Together,29672,2,12/3/2013,6,0,1,3,0,4,8,0,0,3,1,None,No
840,1970,Master,Married,44159,1,17/6/2014,85,0,2,62,24,13,7,4,1,6,4,None,No
841,1962,Graduation,Single,57967,1,3/3/2013,39,0,7,137,4,0,91,4,2,8,5,None,No
842,1981,PhD,Married,87171,0,1/5/2013,27,0,44,107,58,44,44,6,7,11,1,None,No
843,1986,Basic,Married,20425,1,29/10/2012,5,0,12,5,3,16,17,2,0,3,2,None,No
844,1981,Graduation,Single,91065,0,22/2/2013,33,0,114,108,179,137,114,7,9,9,1,First,Yes
845,1970,PhD,Married,59892,1,2/11/2013,26,0,0,13,0,1,0,2,1,3,1,None,No
846,1968,Master,Together,32889,2,6/9/2013,78,0,0,13,4,2,8,2,1,3,3,None,No
847,1978,Graduation,Married,17345,1,3/11/2012,79,0,9,16,17,0,12,2,1,2,2,None,No
848,1982,Master,Single,6560,0,12/12/2013,2,0,11,26,4,3,262,1,0,1,0,None,No
849,1960,Master,Single,98777,0,17/2/2014,23,0,19,711,125,115,38,4,6,9,0,None,No
850,1965,Graduation,Married,44375,1,23/3/2014,73,0,5,28,7,7,41,4,1,6,1,None,No
851,1986,Master,Single,19485,2,24/9/2013,80,0,0,4,0,0,0,1,0,2,1,None,No
852,1946,PhD,Single,82800,0,24/11/2012,23,0,22,115,59,68,45,7,6,12,1,First,Yes
853,1959,Graduation,Married,53154,1,9/6/2014,50,0,0,21,0,1,7,3,1,4,1,None,No
854,1989,2n Cycle,Together,38683,1,4/10/2012,80,0,35,69,84,41,66,4,1,6,6,None,No
855,1983,PhD,Single,87188,0,3/6/2013,73,0,111,724,49,74,55,10,2,6,1,None,Yes
856,1963,2n Cycle,Single,39548,2,31/3/2014,87,0,4,10,3,4,18,1,1,3,2,None,No
857,1970,PhD,Single,57642,1,9/1/2014,24,0,6,58,8,0,27,7,6,6,3,None,No
858,1972,Graduation,Married,30467,1,19/3/2014,8,0,3,8,2,5,5,1,0,2,1,None,No
859,1969,Graduation,Together,23228,1,26/1/2014,71,0,2,18,6,1,0,2,0,3,2,None,No
860,1973,PhD,Together,20427,1,24/3/2014,63,0,0,4,0,0,1,1,0,2,1,None,No
861,1960,Graduation,Together,70971,1,21/9/2012,28,0,17,572,93,125,17,11,11,5,7,None,Yes
862,1971,Master,Married,35178,1,10/1/2013,10,0,1,13,2,2,18,1,1,2,1,None,Yes
863,1957,PhD,Together,6835,1,8/12/2012,76,0,2,12,2,2,12,0,0,1,0,None,No
864,1944,Graduation,Married,80589,0,22/1/2014,25,0,93,520,242,40,26,5,10,5,1,First,Yes
865,1979,Graduation,Single,60152,1,28/3/2013,6,0,83,300,86,58,91,6,4,12,1,None,No
866,1958,PhD,Together,77863,0,27/11/2013,20,0,38,319,16,25,12,4,5,10,1,None,No
867,1989,Graduation,Married,42387,1,29/10/2012,42,0,0,235,19,4,191,8,1,7,5,None,No
868,1986,2n Cycle,Married,21955,1,7/9/2013,81,0,1,7,17,14,11,2,1,3,2,None,No
869,1984,PhD,Married,18988,1,23/5/2014,43,0,0,6,2,1,1,1,0,3,2,None,No
870,1978,Master,Together,85738,0,23/1/2014,41,0,26,376,17,26,13,3,6,11,1,None,No
871,1954,Graduation,Together,32144,2,23/3/2014,76,0,0,10,0,0,3,2,1,3,4,None,No
872,1983,Graduation,Single,39062,1,25/3/2014,28,0,0,9,0,0,12,1,0,3,1,None,No
873,1970,PhD,Married,67353,1,31/12/2013,37,1,17,151,0,8,35,5,6,12,5,None,No
874,1964,2n Cycle,Single,,2,12/1/2014,49,0,1,9,2,0,4,1,0,2,1,None,No
875,1955,Graduation,Divorced,37244,2,27/4/2013,90,0,2,10,0,0,25,1,1,2,1,None,No
876,1971,Graduation,Together,71819,1,28/8/2013,70,0,28,140,0,14,168,3,3,5,3,None,No
877,1980,Graduation,Married,47850,1,3/12/2013,72,0,7,43,20,12,10,3,0,4,1,None,No
878,1957,Master,Absurd,65487,0,10/1/2014,48,0,67,500,199,0,163,3,5,6,3,None,No
879,1966,Graduation,Together,43482,3,13/11/2013,83,0,1,32,6,3,28,2,0,4,3,None,No
880,1960,2n Cycle,Single,32218,0,15/2/2014,27,0,24,15,13,1,30,2,1,3,1,None,Yes
881,1971,Graduation,Married,52914,1,7/1/2013,32,0,10,44,30,10,227,7,3,3,2,None,No
882,1971,PhD,Married,46463,2,18/8/2013,56,0,2,40,8,11,11,3,1,6,7,None,No
883,1981,PhD,Single,36038,1,31/5/2013,82,0,0,15,0,2,7,3,0,3,2,None,No
884,1954,Graduation,Together,75315,1,15/4/2014,14,0,15,171,142,23,31,5,4,12,2,None,No
885,1968,Master,Divorced,63841,1,21/4/2013,64,0,15,100,20,7,131,9,3,9,1,None,No
886,1965,PhD,Married,81051,0,23/5/2014,43,0,29,249,38,29,14,5,5,12,1,None,No
887,1969,Graduation,Together,68695,0,25/6/2014,3,0,81,356,106,50,40,4,4,7,1,None,No
888,1956,Master,Married,63915,2,30/7/2013,2,0,7,115,30,0,15,6,3,12,2,None,No
889,1970,Graduation,Together,67419,1,16/1/2013,29,0,84,352,91,56,42,9,4,8,4,None,No
890,1961,Graduation,Married,16860,2,12/9/2012,19,0,4,4,3,3,14,1,1,3,3,None,No
891,1983,Master,Single,89616,0,25/2/2013,36,0,47,655,145,111,15,7,5,12,1,None,Yes
892,1975,Graduation,Single,55801,2,22/9/2013,35,0,4,51,6,4,95,7,2,6,6,First,No
893,1995,2n Cycle,Single,83257,0,18/9/2012,56,1,27,590,38,107,67,5,10,12,1,None,Yes
894,1976,Graduation,Divorced,31615,1,16/3/2013,82,0,3,20,6,11,9,2,0,3,2,None,No
895,1976,Graduation,Single,20180,0,20/2/2013,27,0,42,24,15,20,18,2,1,4,1,None,No
896,1962,Graduation,Married,65316,2,24/4/2013,65,0,6,92,3,9,38,3,2,5,2,None,No
897,1964,Master,Married,64100,1,10/9/2013,93,0,0,27,0,0,10,8,3,6,1,None,No
898,1961,Graduation,Single,46524,1,5/4/2013,70,0,19,35,26,14,52,1,1,5,2,None,No
899,1972,Graduation,Married,30023,1,24/3/2014,28,0,0,16,7,6,21,2,0,3,1,None,No
900,1957,Graduation,Single,50388,1,28/5/2014,3,0,6,37,0,3,34,6,1,6,4,First,Yes
901,1989,Graduation,Single,30279,1,30/12/2012,13,0,4,14,4,4,1,1,0,3,1,None,No
902,1962,Master,Married,58646,1,10/6/2013,3,0,1,44,6,5,22,2,1,4,1,None,No
903,1970,PhD,Divorced,35682,1,27/6/2014,34,0,0,8,6,2,18,1,1,3,1,None,No
904,1949,PhD,Married,69098,0,16/2/2013,82,0,22,780,145,0,178,7,8,9,1,None,No
905,1958,Graduation,Together,69096,1,27/9/2013,4,0,49,159,7,82,109,5,2,10,1,None,No
906,1979,Graduation,Married,63777,2,24/3/2013,87,0,5,106,15,17,53,11,1,6,8,None,No
907,1973,Master,Married,60432,1,9/3/2014,61,0,3,15,4,3,11,7,2,5,5,None,No
908,1993,Graduation,Single,72354,0,17/4/2013,67,0,26,473,220,12,182,2,10,6,1,None,No
909,1969,Master,Single,39858,1,24/1/2013,67,0,20,25,2,7,26,2,0,4,1,None,Yes
910,1949,Master,Married,62845,2,1/10/2012,3,0,0,45,0,0,34,3,4,10,11,None,No
911,1991,PhD,Together,68682,0,6/10/2013,56,0,0,505,99,30,45,4,9,10,1,None,No
912,1965,Master,Single,69882,0,10/11/2013,94,0,127,635,132,127,165,3,7,9,1,None,No
913,1952,Graduation,Single,72228,0,27/11/2012,87,0,28,491,30,14,56,6,7,8,1,None,No
914,1952,Graduation,Single,75127,0,22/5/2014,92,0,35,305,46,17,227,2,11,5,1,None,No
915,1979,Graduation,Together,85693,1,20/4/2013,59,0,172,183,185,132,111,9,5,11,2,None,No
916,1948,Master,Widow,78427,0,24/10/2012,36,0,19,595,180,26,138,3,7,10,3,First,Yes
917,1955,Graduation,Together,38946,1,24/10/2013,84,0,6,82,6,6,41,3,1,6,2,None,No
918,1980,Graduation,Married,82497,0,31/10/2012,32,0,129,573,216,21,203,2,7,9,1,None,No
919,1960,Graduation,Together,13672,2,17/4/2013,86,0,2,9,2,1,5,1,0,3,2,None,No
920,1981,Graduation,Single,41967,2,23/11/2013,66,0,4,10,0,2,15,1,0,3,1,None,No
921,1966,Master,Together,33564,1,24/6/2014,51,0,0,3,0,0,7,1,1,3,1,None,No
922,1991,Graduation,Married,51373,0,22/6/2013,37,0,2,101,64,26,117,3,5,3,1,None,No
923,1965,Graduation,Together,47009,1,1/10/2013,89,0,45,73,59,10,90,3,2,8,4,None,No
924,1970,Graduation,Together,22070,1,4/10/2013,11,0,7,19,8,2,21,2,2,2,2,None,No
925,1969,Graduation,Married,75759,0,25/10/2013,46,0,22,708,89,91,182,9,7,9,1,First,Yes
926,1944,Master,Widow,45006,0,18/7/2013,90,0,25,53,16,0,10,3,1,7,1,None,No
927,1970,PhD,Together,82072,0,2/7/2013,67,0,55,685,168,92,129,3,2,13,1,None,No
928,1976,Master,Married,49681,2,4/11/2013,66,0,0,26,0,0,21,7,1,7,6,None,No
929,1960,PhD,Married,65695,1,31/1/2014,50,0,32,189,0,58,6,5,4,10,2,None,No
930,1959,Graduation,Together,71367,0,23/8/2013,24,0,23,389,42,21,75,4,5,7,1,None,No
931,1987,Graduation,Divorced,81361,0,25/2/2014,18,0,23,424,27,65,76,3,10,13,1,None,Yes
932,1966,PhD,Married,57705,1,11/1/2014,14,1,0,53,6,4,40,8,1,6,3,None,No
933,1970,Graduation,Together,105471,0,21/1/2013,36,0,181,104,202,21,207,9,8,13,0,First,Yes
934,1945,PhD,Single,113734,0,28/5/2014,9,0,2,3,1,262,3,27,0,0,0,None,No
935,1954,PhD,Single,74637,0,18/5/2013,73,0,64,464,146,0,16,6,9,9,1,First,No
936,1967,Graduation,Divorced,70647,1,21/9/2012,65,0,85,171,25,123,114,4,7,13,2,None,No
937,1973,Graduation,Married,27803,1,26/8/2012,40,0,26,46,38,9,49,3,0,4,2,None,No
938,1951,2n Cycle,Married,78497,0,1/12/2013,44,0,26,447,75,0,223,5,7,12,1,First,No
939,1978,Graduation,Together,42011,1,26/3/2013,46,0,0,16,2,1,39,3,1,4,4,None,No
940,1992,Graduation,Together,75114,0,7/11/2013,40,0,12,523,63,60,24,3,10,5,1,None,No
941,1990,2n Cycle,Single,51250,1,30/3/2013,28,0,32,230,34,32,40,10,5,4,5,None,No
942,1981,Basic,Married,24480,1,11/2/2013,46,0,19,9,28,25,17,3,0,4,3,None,No
943,1963,PhD,Married,81300,1,30/10/2012,17,0,12,145,32,12,36,10,3,5,3,First,Yes
944,1951,Master,Widow,73705,2,5/3/2014,86,0,91,520,258,107,107,9,6,8,2,None,No
945,1977,Master,Married,78710,1,23/5/2014,42,0,0,152,119,50,50,7,6,12,3,None,No
946,1958,Graduation,Married,51876,0,15/10/2013,88,0,27,102,28,48,6,2,2,8,1,None,No
947,1962,PhD,Widow,82571,0,2/4/2014,28,0,31,558,62,95,79,6,5,13,0,None,No
948,1958,Master,Married,80739,0,23/5/2013,92,0,92,736,39,0,92,3,11,9,1,None,No
949,1953,Graduation,Married,50725,1,13/2/2013,45,0,10,75,0,10,48,8,1,8,4,None,No
950,1976,Graduation,Married,7500,1,1/8/2012,19,0,0,12,13,7,32,4,1,2,5,None,Yes
951,1949,Master,Divorced,35416,0,13/6/2013,62,0,3,81,4,3,51,7,1,5,3,None,No
952,1983,PhD,Married,50150,0,20/6/2013,32,0,46,92,65,61,11,5,2,7,2,None,No
953,1964,Graduation,Single,61839,0,12/8/2012,20,0,155,379,224,17,120,4,8,4,1,None,No
954,1966,Graduation,Single,34704,1,27/4/2013,65,0,0,5,0,1,5,1,0,3,1,None,No
955,1991,2n Cycle,Together,20193,0,28/11/2012,18,0,8,22,24,11,9,1,1,4,1,None,No
956,1979,PhD,Married,31605,1,22/11/2012,15,0,0,42,2,1,6,2,1,4,2,None,No
957,1950,PhD,Together,50616,1,13/4/2014,71,0,2,25,0,1,9,1,1,4,1,None,No
958,1974,2n Cycle,Married,65463,1,30/1/2014,17,0,32,70,21,32,16,6,2,9,2,None,No
959,1969,PhD,Married,56242,1,3/3/2013,72,0,8,167,11,8,88,8,4,11,5,None,No
960,1968,Graduation,Together,58554,2,26/9/2012,55,0,24,68,38,0,88,8,2,6,6,None,No
961,1966,Master,Married,33585,1,25/9/2013,91,0,11,33,13,6,29,2,0,4,1,None,No
962,1952,2n Cycle,Divorced,63998,0,20/12/2013,42,0,29,818,0,33,112,7,6,11,1,None,Yes
963,1952,Master,Together,40442,2,19/8/2012,52,0,12,52,25,22,13,3,1,4,4,None,Yes
964,1965,2n Cycle,Married,70924,0,7/4/2014,41,0,114,254,132,152,76,6,6,7,1,None,No
965,1977,Master,Together,57954,2,18/6/2014,52,0,4,24,0,0,9,8,2,6,7,None,No
966,1970,PhD,Together,77622,2,14/4/2014,3,0,7,154,19,0,14,6,3,11,2,None,No
967,1977,Graduation,Married,75330,2,4/10/2012,94,0,82,257,93,61,61,10,3,12,4,None,No
968,1953,Graduation,Together,80812,0,17/9/2013,95,0,22,500,210,143,33,4,8,5,1,First,No
969,1958,Graduation,Divorced,79803,1,2/6/2014,54,0,8,216,21,16,33,4,3,5,1,None,No
970,1980,Graduation,Together,44964,2,16/12/2012,35,0,1,17,2,0,2,1,0,3,1,None,No
971,1952,Graduation,Divorced,49638,1,19/4/2014,71,0,10,3,3,5,0,1,0,3,1,None,No
972,1956,Graduation,Married,15759,0,5/9/2013,12,0,2,5,6,0,3,1,0,2,1,None,No
973,1956,Graduation,Divorced,22304,0,4/8/2012,91,0,2,7,0,4,2,1,0,2,1,None,No
974,1956,PhD,Single,54998,1,10/3/2013,3,0,22,202,39,30,8,4,2,9,5,None,Yes
975,1954,Graduation,Divorced,79865,1,18/6/2014,12,0,99,278,185,121,38,5,10,5,1,None,No
976,1979,Graduation,Married,27244,1,7/3/2014,84,0,5,17,3,24,46,2,2,2,2,None,No
977,1965,PhD,Married,71322,1,16/2/2013,57,0,43,226,69,10,204,8,5,13,2,None,No
978,1978,Graduation,Together,22775,1,19/6/2013,40,0,1,8,0,0,1,1,0,2,1,None,No
979,1952,Graduation,Single,75127,0,22/5/2014,92,0,35,305,46,17,227,2,11,5,1,None,No
980,1974,PhD,Together,30351,1,6/6/2013,19,0,0,24,3,3,2,3,0,2,1,None,Yes
981,1957,2n Cycle,Married,82347,0,6/11/2012,38,0,54,845,202,133,63,7,7,10,1,First,No
982,1970,Graduation,Single,24206,1,8/3/2013,66,0,2,8,3,2,3,1,0,3,1,None,No
983,1977,Graduation,Married,34380,1,2/5/2013,68,0,7,58,13,1,24,4,1,3,4,None,No
984,1974,Master,Divorced,53367,2,31/8/2013,2,0,7,140,10,3,11,5,1,8,7,None,Yes
985,1968,PhD,Single,38236,2,20/9/2013,2,0,0,18,2,0,10,3,0,4,4,None,No
986,1973,Master,Married,38576,1,4/3/2014,2,0,0,7,0,0,0,1,0,3,1,None,No
987,1976,PhD,Divorced,55412,2,22/11/2013,65,0,5,28,11,1,8,2,0,3,1,None,No
988,1967,Graduation,Divorced,68743,0,30/8/2012,81,0,134,384,175,134,115,11,5,13,1,None,No
989,1956,2n Cycle,Married,53230,1,3/8/2012,86,0,72,98,136,21,229,5,2,12,4,None,No
990,1971,Graduation,Together,16626,2,15/1/2014,76,0,3,22,21,1,13,3,0,3,3,None,No
991,1977,Graduation,Together,157146,0,29/4/2013,13,0,0,1725,2,1,1,0,28,0,0,None,No
992,1973,2n Cycle,Married,46094,2,10/6/2014,62,0,2,20,3,2,5,1,0,3,1,None,No
993,1946,Graduation,Together,37760,0,31/8/2012,20,0,5,38,150,12,28,4,1,6,2,None,No
994,1953,Graduation,Married,70503,0,30/9/2012,73,1,33,216,0,33,66,2,4,9,1,None,No
995,1959,Graduation,Together,71367,0,23/8/2013,24,0,23,389,42,21,75,4,5,7,1,None,No
996,1953,Graduation,Widow,53653,0,7/11/2012,29,0,10,239,28,10,108,10,4,12,2,None,No
997,1966,2n Cycle,Single,89572,0,15/9/2012,44,0,24,974,197,194,64,7,7,9,1,First,Yes
998,1956,Graduation,Married,48195,2,21/1/2014,53,0,27,68,52,7,5,4,2,5,6,None,No
999,1974,Master,Together,21255,1,21/1/2014,56,0,0,25,2,2,3,2,1,4,4,None,No
1000,1958,PhD,Together,74250,0,26/1/2014,90,0,11,392,75,0,0,2,11,4,1,None,No
1001,1960,PhD,Together,38201,1,29/3/2013,19,0,0,23,0,0,12,5,1,5,4,None,No
1002,1962,PhD,Together,31497,1,6/12/2012,22,0,1,28,13,1,4,3,1,4,2,None,No
1003,1970,Graduation,Single,20587,1,11/5/2014,39,0,3,6,4,1,9,1,1,2,1,None,No
1004,1970,Graduation,Single,83273,3,25/9/2012,98,0,89,650,16,102,102,4,6,9,10,None,No
1005,1948,PhD,Married,34469,2,4/5/2014,58,0,6,20,0,5,12,1,1,4,3,None,No
1006,1954,Graduation,Married,59111,0,2/5/2013,90,0,0,134,28,28,155,11,1,8,1,None,No
1007,1975,Master,Together,17459,1,19/9/2013,12,0,4,16,3,10,30,3,1,2,3,None,Yes
1008,1943,Master,Single,77598,0,1/10/2013,53,0,33,281,129,66,33,7,5,13,1,None,No
1009,1962,Graduation,Together,76081,0,23/5/2014,85,0,30,415,63,33,200,4,5,4,1,First,No
1010,1988,Graduation,Single,25008,1,2/2/2014,72,0,8,8,6,1,9,1,0,3,2,None,No
1011,1963,Graduation,Divorced,68118,1,18/10/2013,51,0,23,123,10,23,154,8,9,4,2,None,No
1012,1989,Graduation,Married,28691,1,4/7/2013,56,0,4,13,8,0,4,1,0,3,1,None,No
1013,1976,Master,Married,34529,1,14/9/2012,94,0,6,38,3,6,41,2,2,3,2,None,No
1014,1979,Graduation,Single,48526,1,24/12/2013,32,0,17,23,43,20,9,2,1,4,1,None,No
1015,1946,Graduation,Married,18100,0,6/8/2013,14,0,1,2,4,3,1,0,0,3,1,None,No
1016,1974,Graduation,Together,83145,0,22/9/2012,14,0,35,731,39,137,114,5,9,11,1,None,Yes
1017,1984,PhD,Single,42710,1,28/11/2012,38,0,3,42,4,3,102,4,5,3,2,None,No
1018,1951,Basic,Married,26997,0,5/11/2012,89,0,23,78,133,49,144,4,2,5,2,None,No
1019,1958,Graduation,Divorced,78331,1,23/1/2014,97,0,138,354,160,169,61,10,6,7,2,None,No
1020,1971,PhD,Single,42767,2,11/5/2013,53,0,6,43,19,5,38,3,1,2,1,None,No
1021,1974,PhD,Together,30351,1,6/6/2013,19,0,0,24,3,3,2,3,0,2,1,None,No
1022,1961,Master,Married,61794,1,14/9/2013,74,0,47,188,54,47,11,4,4,10,2,None,No
1023,1963,PhD,Married,54072,2,27/7/2013,71,0,0,4,0,0,0,2,0,2,1,None,No
1024,1977,Graduation,Single,28769,1,18/12/2012,76,0,5,129,10,3,3,4,1,4,3,None,No
1025,1994,Graduation,Together,80134,0,14/2/2014,11,0,26,282,52,26,26,2,7,11,1,Both,No
1026,1971,Graduation,Single,22804,1,31/7/2013,75,0,1,7,2,1,1,2,0,2,1,None,No
1027,1986,Master,Married,28072,1,8/7/2013,10,0,0,10,2,0,5,1,0,3,1,None,No
1028,1979,Graduation,Together,77298,1,2/11/2013,46,0,115,292,23,35,79,6,6,11,1,None,No
1029,1971,Graduation,Married,,2,3/3/2013,82,0,1,16,0,0,9,2,1,3,4,None,No
1030,1993,Graduation,Single,70515,0,21/10/2013,12,0,0,452,182,64,140,6,6,4,1,None,Yes
1031,1967,2n Cycle,Together,47821,2,20/10/2013,54,0,0,16,6,6,10,1,0,3,1,None,No
1032,1975,Graduation,Widow,58330,1,25/12/2013,87,0,53,213,104,98,151,6,4,13,1,None,No
1033,1949,PhD,Widow,51569,1,12/2/2013,39,0,0,47,6,0,34,7,1,7,4,None,Yes
1034,1974,PhD,Divorced,25509,1,18/9/2012,15,0,3,30,10,7,11,3,0,3,3,None,Yes
1035,1973,PhD,Divorced,35860,2,19/5/2014,37,0,0,8,4,2,20,1,1,2,2,None,No
1036,1971,PhD,Divorced,86979,0,7/11/2013,67,0,100,835,65,83,35,5,5,5,1,None,Yes
1037,1965,Master,Married,74806,1,19/12/2012,1,0,9,249,0,28,9,5,4,5,2,None,No
1038,1963,2n Cycle,Married,32632,0,2/8/2012,32,0,151,137,153,19,53,4,4,8,2,None,No
1039,1982,2n Cycle,Together,66664,0,25/9/2012,78,0,96,447,220,96,32,5,7,6,1,None,No
1040,1977,Graduation,Single,56628,1,21/3/2014,30,0,5,82,7,17,171,7,6,5,2,None,No
1041,1951,Master,Married,27450,0,15/4/2013,57,0,12,23,8,11,52,2,1,3,1,None,No
1042,1960,Graduation,Married,79530,0,17/5/2013,64,0,0,815,129,42,29,4,10,11,1,None,No
1043,1973,Graduation,Single,65333,1,17/1/2014,58,0,7,92,0,15,30,9,4,8,7,None,No
1044,1950,Graduation,Together,28320,1,14/1/2013,68,0,1,14,3,2,4,1,0,3,1,None,No
1045,1985,PhD,Married,64355,1,24/8/2012,66,0,0,140,67,38,153,4,3,12,2,None,No
1046,1948,Graduation,Single,90842,0,29/7/2013,57,0,70,118,182,187,93,4,9,13,1,None,No
1047,1979,Basic,Single,20194,1,17/12/2012,64,0,4,7,11,10,15,2,0,3,2,None,No
1048,1967,PhD,Married,77766,1,22/2/2013,97,0,59,265,115,59,27,11,10,11,2,None,Yes
1049,1972,Master,Divorced,37760,1,11/8/2013,54,0,3,13,2,10,0,2,0,3,1,None,No
1050,1970,2n Cycle,Married,62466,1,15/1/2014,13,0,129,259,168,121,83,6,3,12,5,None,No
1051,1976,Master,Together,65104,1,14/11/2013,4,0,0,232,13,20,50,3,5,7,2,None,No
1052,1988,Graduation,Together,29604,1,8/12/2013,88,0,6,13,7,6,14,1,0,3,1,None,No
1053,1974,Master,Married,58494,1,12/12/2013,56,0,7,68,4,0,19,6,2,6,2,None,No
1054,1968,PhD,Divorced,50616,1,18/4/2014,56,0,0,16,0,1,4,4,0,4,2,None,No
1055,1982,Basic,Single,24367,1,20/3/2013,58,0,4,2,0,11,5,1,0,2,1,None,No
1056,1995,Graduation,Single,34824,0,26/3/2014,65,0,2,11,2,0,4,1,0,2,1,None,No
1057,1955,Graduation,Married,74268,0,14/2/2013,83,0,66,315,97,174,41,4,3,5,1,None,No
1058,1955,PhD,Married,58482,1,12/3/2014,59,1,7,115,19,7,7,7,4,9,2,None,No
1059,1971,Graduation,Together,74538,0,29/6/2013,21,0,98,733,110,112,28,8,8,5,1,None,Yes
1060,1963,PhD,Married,53378,2,24/9/2012,41,0,6,152,8,6,132,9,4,6,10,None,Yes
1061,1954,Graduation,Divorced,50002,1,17/6/2013,21,0,5,71,21,16,82,8,2,7,2,None,No
1062,1957,Graduation,Married,52852,1,1/12/2012,93,0,8,99,11,0,47,10,7,5,4,None,No
1063,1966,Master,Together,45903,1,23/4/2014,80,0,8,10,2,10,3,2,1,3,2,None,No
1064,1969,PhD,Together,54132,1,16/2/2014,81,0,1,8,0,0,3,1,0,3,1,None,No
1065,1974,2n Cycle,Married,45894,2,27/2/2014,15,0,2,7,0,2,13,1,0,3,1,None,No
1066,1965,Graduation,Married,69139,1,27/1/2014,23,0,12,75,33,15,6,4,1,5,1,None,No
1067,1967,2n Cycle,Together,30753,2,11/7/2013,85,0,5,25,0,9,30,1,1,3,2,None,No
1068,1979,Graduation,Together,77568,1,25/8/2012,30,0,0,396,232,178,158,10,2,8,1,First,No
1069,1950,PhD,Single,48767,3,1/1/2014,79,0,1,21,3,0,10,2,1,3,3,None,No
1070,1955,PhD,Married,38725,2,10/5/2014,52,0,0,6,2,1,5,1,0,4,2,None,No
1071,1943,Master,Widow,,0,30/10/2013,75,0,126,490,164,126,126,5,5,11,1,None,Yes
1072,1969,Graduation,Divorced,23910,1,26/10/2012,80,0,12,18,7,1,13,2,0,3,1,None,No
1073,1956,Master,Together,54603,2,9/7/2013,85,0,13,46,17,2,4,4,2,4,6,None,No
1074,1986,Graduation,Single,,1,20/2/2013,19,0,1,3,3,263,362,27,0,0,0,None,No
1075,1977,2n Cycle,Married,31056,1,22/1/2013,99,0,10,13,3,8,16,1,0,3,1,None,No
1076,1970,Graduation,Divorced,33986,1,14/3/2013,43,0,2,18,2,1,5,1,0,3,1,None,No
1077,1960,Graduation,Married,29440,2,11/8/2013,95,0,8,14,10,4,3,1,0,4,2,None,No
1078,1965,Master,Married,53843,1,27/6/2013,64,0,0,88,19,4,73,8,5,3,4,None,No
1079,1964,Graduation,Married,82224,0,25/1/2014,83,0,26,360,138,31,40,6,9,5,1,First,No
